22
3 0.221776 -0.721023 0.104995 0 -1.66297e-06 1 0.228862 -0.703086 0.811729 0.0914851 -0.69386 0.63991 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.86803 -0.0974164 -0.607746 -1.2749 -0.0246237 -0.160747 0 -0.107775 -0.332135 -1.52618 0.95487 0.253375 0.348575 -0.357551 0.339276 -0.887365 0.81876 -0.219134 -0.222148
 0.384284 -0.663136 0.1 0 0 -1 0.228862 -0.703086 0.811729 0.0914851 -0.69386 0.63991 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.86803 -0.0974164 -0.607746 -1.2749 -0.0246237 -0.160747 0 -0.107775 -0.332135 -1.52618 0.95487 0.253375 0.348575 -0.357551 0.339276 -0.887365 0.81876 -0.219134 -0.222148
 0.618055 -1.11117 0.981948 -0.453991 6.07068e-08 0.891006 0.228862 -0.703086 0.811729 0.0914851 -0.69386 0.63991 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.86803 -0.0974164 -0.607746 -1.2749 -0.0246237 -0.160747 0 -0.107775 -0.332135 -1.52618 0.95487 0.253375 0.348575 -0.357551 0.339276 -0.887365 0.81876 -0.219134 -0.222148
3 0.221776 -0.721023 0.104995 0 -1.66297e-06 1 0.304168 -0.693549 0.844944 0.18297 -0.68772 0.679819 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.464964 -0.124183 -0.611523 -1.56912 -0.277889 -0.181608 0 -0.200537 0.0641164 -1.43404 1.09475 0.045485 -0.00240602 -0.384137 0.252069 -0.607314 0.571648 -0.244318 -0.131312
 0.470445 -0.652251 0.255002 -0 0 1 0.304168 -0.693549 0.844944 0.18297 -0.68772 0.679819 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.464964 -0.124183 -0.611523 -1.56912 -0.277889 -0.181608 0 -0.200537 0.0641164 -1.43404 1.09475 0.045485 -0.00240602 -0.384137 0.252069 -0.607314 0.571648 -0.244318 -0.131312
 0.618055 -1.11117 0.981948 -0.453991 6.07068e-08 0.891006 0.304168 -0.693549 0.844944 0.18297 -0.68772 0.679819 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.464964 -0.124183 -0.611523 -1.56912 -0.277889 -0.181608 0 -0.200537 0.0641164 -1.43404 1.09475 0.045485 -0.00240602 -0.384137 0.252069 -0.607314 0.571648 -0.244318 -0.131312
3 0.432185 -1.00252 0.255015 -0 0 1 0.393833 -0.709189 0.891909 0.274455 -0.68158 0.719729 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.0440872 -0.180512 -0.613715 -1.69958 -0.558188 -0.376754 0 -0.216247 0.0121661 -1.27044 1.14656 -0.169329 0.0518641 -0.495763 -0.142852 -1.13946 0.782077 0.0835888 0.278758
 0.470445 -0.652251 0.255002 -0 0 1 0.393833 -0.709189 0.891909 0.274455 -0.68158 0.719729 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.0440872 -0.180512 -0.613715 -1.69958 -0.558188 -0.376754 0 -0.216247 0.0121661 -1.27044 1.14656 -0.169329 0.0518641 -0.495763 -0.142852 -1.13946 0.782077 0.0835888 0.278758
 0.618055 -1.11117 0.981948 -0.453991 6.07068e-08 0.891006 0.393833 -0.709189 0.891909 0.274455 -0.68158 0.719729 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.0440872 -0.180512 -0.613715 -1.69958 -0.558188 -0.376754 0 -0.216247 0.0121661 -1.27044 1.14656 -0.169329 0.0518641 -0.495763 -0.142852 -1.13946 0.782077 0.0835888 0.278758
3 0.432185 -1.00252 0.255015 -0 0 1 0.484898 -0.704512 0.928657 0.36594 -0.67544 0.759638 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -1.16495 -0.215325 -0.596068 -0.94959 0.0529453 -0.177761 0 -0.229439 -0.0315213 -1.0456 1.07464 -0.322372 0.0974993 -0.511756 -0.198683 -0.880691 0.594569 0.00960687 0.33677
 0.470445 -0.652251 0.255002 -0 0 1 0.484898 -0.704512 0.928657 0.36594 -0.67544 0.759638 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -1.16495 -0.215325 -0.596068 -0.94959 0.0529453 -0.177761 0 -0.229439 -0.0315213 -1.0456 1.07464 -0.322372 0.0974993 -0.511756 -0.198683 -0.880691 0.594569 0.00960687 0.33677
 0.945906 -1.12144 1.14899 -0.453991 6.07068e-08 0.891006 0.484898 -0.704512 0.928657 0.36594 -0.67544 0.759638 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -1.16495 -0.215325 -0.596068 -0.94959 0.0529453 -0.177761 0 -0.229439 -0.0315213 -1.0456 1.07464 -0.322372 0.0974993 -0.511756 -0.198683 -0.880691 0.594569 0.00960687 0.33677
3 0.762615 -1.0201 0.404993 -0 0 1 0.580561 -0.700245 0.97089 0.457426 -0.6693 0.799548 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.736722 -0.233168 -0.593191 -1.3831 -0.213079 -0.0828022 0 -0.240655 -0.0685717 -0.764373 0.861127 -0.390649 0.136206 -0.486048 -0.108556 -1.32081 0.56366 0.484521 0.243167
 0.470445 -0.652251 0.255002 -0 0 1 0.580561 -0.700245 0.97089 0.457426 -0.6693 0.799548 0.988771 0 0.149438 0 0 0 0 0 0 0 0 0 0 0 0 -0.736722 -0.233168 -0.593191 -1.3831 -0.213079 -0.0828022 0 -0.240655 -0.0685717 -0.764373 0.861127 -0.390649 0.136206 -0.486048 -0.108556 -1.32081 0.56366 0.484521 0.243167
